"runid","secid","scheme","features","lookback","horizon","hidden","layers","dropout","lr","batch_size","epochs_trained","mae_train","mae_val","mae_test","rmse_train","rmse_val","rmse_test","mase_train","mase_val","mase_test","dir_accuracy_train","dir_accuracy_val","dir_accuracy_test","duration_sec","device"
1779294632170,LKOH,attn_seq2seq,quotes_macro,60,20,128,1,0.1,0.001,64,17,0.011666,0.010419,0.010723,0.017171,0.014297,0.01583,0.678179,0.605694,0.623395,0.557275,0.56506,0.492169,8,cuda
1779294643621,LKOH,attn_seq2seq,quotes_macro_fund,60,20,128,1,0.1,0.001,64,14,0.011727,0.051403,0.042382,0.017215,0.057995,0.049905,0.681747,2.988347,2.463909,0.548214,0.519277,0.546988,8,cuda
1779294654617,LKOH,attn_seq2seq,quotes_macro_fund_sent,60,20,128,1,0.1,0.001,64,50,0.011492,0.023095,0.018011,0.016929,0.034128,0.026961,0.668104,1.342623,1.047097,0.583532,0.564458,0.487952,20,cuda
1779294677766,LKOH,attn_seq2seq,quotes,120,20,128,1,0.1,0.001,64,15,0.011579,0.010121,0.011682,0.017261,0.012734,0.01643,0.676736,0.591483,0.682727,0.533193,0.425,0.389286,8,cuda
1779294688507,LKOH,attn_seq2seq,quotes_macro,120,20,128,1,0.1,0.001,64,20,0.011528,0.010217,0.011423,0.017105,0.012691,0.016129,0.673736,0.597133,0.667601,0.55063,0.542857,0.378571,10,cuda
1779294701849,LKOH,attn_seq2seq,quotes_macro_fund,120,20,128,1,0.1,0.001,64,11,0.022539,0.030792,0.050818,0.027815,0.042074,0.067987,1.31723,1.799583,2.969984,0.498739,0.571429,0.553571,7,cuda
1779294711696,LKOH,attn_seq2seq,quotes_macro_fund_sent,120,20,128,1,0.1,0.001,64,48,0.011387,0.0167,0.031976,0.016943,0.027884,0.047943,0.665496,0.976019,1.868798,0.561835,0.425,0.442857,20,cuda
1779294749909,GMKN,attn_seq2seq,quotes,60,20,128,1,0.1,0.001,64,16,0.012632,0.016352,0.014764,0.017738,0.021548,0.018951,0.689298,0.892275,0.805614,0.537448,0.512987,0.453896,8,cuda
1779294760828,GMKN,attn_seq2seq,quotes_macro,60,20,128,1,0.1,0.001,64,13,0.012804,0.016377,0.0144,0.017833,0.021765,0.018361,0.698662,0.893665,0.785748,0.540276,0.466883,0.457792,7,cuda
1779294770924,GMKN,attn_seq2seq,quotes_macro_fund,60,20,128,1,0.1,0.001,64,17,0.012613,0.056131,0.052675,0.017726,0.062118,0.057825,0.688271,3.062903,2.874352,0.549379,0.498052,0.514935,9,cuda
1779294782690,GMKN,attn_seq2seq,quotes_macro_fund_sent,60,20,128,1,0.1,0.001,64,50,0.012457,0.055917,0.04457,0.017348,0.072907,0.05369,0.67974,3.051257,2.432048,0.567724,0.481818,0.452597,20,cuda
1779294805750,GMKN,attn_seq2seq,quotes,120,20,128,1,0.1,0.001,64,21,0.013061,0.022656,0.014023,0.018396,0.025592,0.018732,0.704592,1.222234,0.756535,0.542753,0.50625,0.55,9,cuda
1779294817777,GMKN,attn_seq2seq,quotes_macro,120,20,128,1,0.1,0.001,64,32,0.012996,0.022419,0.014082,0.018161,0.025464,0.018366,0.701107,1.209454,0.759665,0.558419,0.5125,0.51875,13,cuda
1779294833763,GMKN,attn_seq2seq,quotes_macro_fund,120,20,128,1,0.1,0.001,64,13,0.014414,0.046288,0.058269,0.019749,0.054924,0.064015,0.777584,2.497138,3.143502,0.538946,0.5125,0.5,7,cuda
1779294843769,GMKN,attn_seq2seq,quotes_macro_fund_sent,120,20,128,1,0.1,0.001,64,15,0.013305,0.023489,0.027273,0.018508,0.027428,0.043403,0.717796,1.267188,1.471332,0.543192,0.5,0.65625,8,cuda
